PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Title,Embarked_Q,Embarked_S,Cabin_B,Cabin_C,Cabin_D,Cabin_E,Cabin_F,Cabin_G,Cabin_U
928,3,1,27.0,0,0,8.05,2,0,1,0,0,0,0,0,0,1
929,3,1,21.0,0,0,8.6625,2,0,1,0,0,0,0,0,0,1
930,3,0,25.0,0,0,9.5,1,0,1,0,0,0,0,0,0,1
931,3,0,27.0,0,0,56.4958,1,0,1,0,0,0,0,0,0,1
932,3,0,39.0,0,1,13.4167,1,0,0,0,0,0,0,0,0,1
933,1,0,27.0,0,0,26.55,1,0,1,0,0,1,0,0,0,0
934,3,0,41.0,0,0,7.85,1,0,1,0,0,0,0,0,0,1
935,2,1,30.0,0,0,13.0,3,0,1,0,0,0,0,0,0,1
936,1,1,45.0,1,0,52.5542,3,0,1,0,0,1,0,0,0,0
937,3,0,25.0,0,0,7.925,1,0,1,0,0,0,0,0,0,1
938,1,0,45.0,0,0,29.7,1,0,0,0,0,0,0,0,0,0
939,3,0,27.0,0,0,7.75,1,1,0,0,0,0,0,0,0,1
940,1,1,60.0,0,0,76.2917,3,0,0,0,0,1,0,0,0,0
941,3,1,36.0,0,2,15.9,3,0,1,0,0,0,0,0,0,1
942,1,0,24.0,1,0,60.0,1,0,1,0,1,0,0,0,0,0
943,2,0,27.0,0,0,15.0333,1,0,0,0,0,0,0,0,0,1
944,2,1,20.0,2,1,23.0,2,0,1,0,0,0,0,0,0,1
945,1,1,28.0,3,2,263.0,2,0,1,0,1,0,0,0,0,0
946,2,0,27.0,0,0,15.5792,1,0,0,0,0,0,0,0,0,1
947,3,0,10.0,4,1,29.125,4,1,0,0,0,0,0,0,0,1
948,3,0,35.0,0,0,7.8958,1,0,1,0,0,0,0,0,0,1
949,3,0,25.0,0,0,7.65,1,0,1,0,0,0,0,1,0,0
950,3,0,27.0,1,0,16.1,1,0,1,0,0,0,0,0,0,1
951,1,1,36.0,0,0,262.375,2,0,0,1,0,0,0,0,0,0
952,3,0,17.0,0,0,7.8958,1,0,1,0,0,0,0,0,0,1
953,2,0,32.0,0,0,13.5,1,0,1,0,0,0,0,0,0,1
954,3,0,18.0,0,0,7.75,1,0,1,0,0,0,0,0,0,1
955,3,1,22.0,0,0,7.725,2,1,0,0,0,0,0,0,0,1
956,1,0,13.0,2,2,262.375,4,0,0,1,0,0,0,0,0,0
957,2,1,27.0,0,0,21.0,3,0,1,0,0,0,0,0,0,1
958,3,1,18.0,0,0,7.8792,2,1,0,0,0,0,0,0,0,1
959,1,0,47.0,0,0,42.4,1,0,1,0,0,0,0,0,0,1
960,1,0,31.0,0,0,28.5375,1,0,0,0,1,0,0,0,0,0
961,1,1,60.0,1,4,263.0,3,0,1,0,1,0,0,0,0,0
962,3,1,24.0,0,0,7.75,2,1,0,0,0,0,0,0,0,1
963,3,0,21.0,0,0,7.8958,1,0,1,0,0,0,0,0,0,1
964,3,1,29.0,0,0,7.925,2,0,1,0,0,0,0,0,0,1
965,1,0,28.5,0,0,27.7208,1,0,0,0,0,1,0,0,0,0
966,1,1,35.0,0,0,211.5,2,0,0,0,1,0,0,0,0,0
967,1,0,32.5,0,0,211.5,1,0,0,0,1,0,0,0,0,0
968,3,0,27.0,0,0,8.05,1,0,1,0,0,0,0,0,0,1
969,1,1,55.0,2,0,25.7,3,0,1,0,1,0,0,0,0,0
970,2,0,30.0,0,0,13.0,1,0,1,0,0,0,0,0,0,1
971,3,1,24.0,0,0,7.75,2,1,0,0,0,0,0,0,0,1
972,3,0,6.0,1,1,15.2458,4,0,0,0,0,0,0,0,0,1
973,1,0,67.0,1,0,221.7792,1,0,1,0,1,0,0,0,0,0
974,1,0,49.0,0,0,26.0,1,0,1,0,0,0,0,0,0,1
975,3,0,27.0,0,0,7.8958,1,0,1,0,0,0,0,0,0,1
976,2,0,27.0,0,0,10.7083,1,1,0,0,0,0,0,0,0,1
977,3,0,27.0,1,0,14.4542,1,0,0,0,0,0,0,0,0,1
978,3,1,27.0,0,0,7.8792,2,1,0,0,0,0,0,0,0,1
979,3,1,18.0,0,0,8.05,2,0,1,0,0,0,0,0,0,1
980,3,1,27.0,0,0,7.75,2,1,0,0,0,0,0,0,0,1
981,2,0,2.0,1,1,23.0,4,0,1,0,0,0,0,0,0,1
982,3,1,22.0,1,0,13.9,3,0,1,0,0,0,0,0,0,1
983,3,0,27.0,0,0,7.775,1,0,1,0,0,0,0,0,0,1
984,1,1,27.0,1,2,52.0,3,0,1,1,0,0,0,0,0,0
985,3,0,27.0,0,0,8.05,1,0,1,0,0,0,0,0,0,1
986,1,0,25.0,0,0,26.0,1,0,0,0,0,0,0,0,0,1
987,3,0,25.0,0,0,7.7958,1,0,1,0,0,0,0,0,0,1
988,1,1,76.0,1,0,78.85,3,0,1,0,1,0,0,0,0,0
989,3,0,29.0,0,0,7.925,1,0,1,0,0,0,0,0,0,1
990,3,1,20.0,0,0,7.8542,2,0,1,0,0,0,0,0,0,1
991,3,0,33.0,0,0,8.05,1,0,1,0,0,0,0,0,0,1
992,1,1,43.0,1,0,55.4417,3,0,0,0,1,0,0,0,0,0
993,2,0,27.0,1,0,26.0,1,0,1,0,0,0,0,0,0,1
994,3,0,27.0,0,0,7.75,1,1,0,0,0,0,0,0,0,1
995,3,0,26.0,0,0,7.775,1,0,1,0,0,0,0,0,0,1
996,3,1,16.0,1,1,8.5167,3,0,0,0,0,0,0,0,0,1
997,3,0,28.0,0,0,22.525,1,0,1,0,0,0,0,0,0,1
998,3,0,21.0,0,0,7.8208,1,1,0,0,0,0,0,0,0,1
999,3,0,27.0,0,0,7.75,1,1,0,0,0,0,0,0,0,1
1000,3,0,27.0,0,0,8.7125,1,0,1,0,0,0,0,0,0,1
1001,2,0,18.5,0,0,13.0,1,0,1,0,0,0,0,1,0,0
1002,2,0,41.0,0,0,15.0458,1,0,0,0,0,0,0,0,0,1
1003,3,1,27.0,0,0,7.7792,2,1,0,0,0,0,0,0,0,1
1004,1,1,36.0,0,0,31.6792,2,0,0,0,0,0,0,0,0,0
1005,3,1,18.5,0,0,7.2833,2,1,0,0,0,0,0,0,0,1
1006,1,1,63.0,1,0,221.7792,3,0,1,0,1,0,0,0,0,0
1007,3,0,18.0,1,0,14.4542,1,0,0,0,0,0,0,0,0,1
1008,3,0,27.0,0,0,6.4375,1,0,0,0,0,0,0,0,0,1
1009,3,1,1.0,1,1,16.7,2,0,1,0,0,0,0,0,1,0
1010,1,0,36.0,0,0,75.2417,1,0,0,0,1,0,0,0,0,0
1011,2,1,29.0,1,0,26.0,3,0,1,0,0,0,0,0,0,1
1012,2,1,12.0,0,0,15.75,2,0,1,0,0,0,0,0,0,1
1013,3,0,27.0,1,0,7.75,1,1,0,0,0,0,0,0,0,1
1014,1,1,35.0,1,0,57.75,3,0,0,0,1,0,0,0,0,0
1015,3,0,28.0,0,0,7.25,1,0,1,0,0,0,0,0,0,1
1016,3,0,27.0,0,0,7.75,1,1,0,0,0,0,0,0,0,1
1017,3,1,17.0,0,1,16.1,2,0,1,0,0,0,0,0,0,1
1018,3,0,22.0,0,0,7.7958,1,0,1,0,0,0,0,0,0,1
1019,3,1,27.0,2,0,23.25,2,1,0,0,0,0,0,0,0,1
1020,2,0,42.0,0,0,13.0,1,0,1,0,0,0,0,0,0,1
1021,3,0,24.0,0,0,8.05,1,0,1,0,0,0,0,0,0,1
1022,3,0,32.0,0,0,8.05,1,0,1,0,0,0,0,0,0,1
1023,1,0,53.0,0,0,28.5,5,0,0,0,1,0,0,0,0,0
1024,3,1,27.0,0,4,25.4667,3,0,1,0,0,0,0,0,0,1
1025,3,0,27.0,1,0,6.4375,1,0,0,0,0,0,0,0,0,1
1026,3,0,43.0,0,0,7.8958,1,0,1,0,0,0,0,0,0,1
1027,3,0,24.0,0,0,7.8542,1,0,1,0,0,0,0,0,0,1
1028,3,0,26.5,0,0,7.225,1,0,0,0,0,0,0,0,0,1
1029,2,0,26.0,0,0,13.0,1,0,1,0,0,0,0,0,0,1
1030,3,1,23.0,0,0,8.05,2,0,1,0,0,0,0,0,0,1
1031,3,0,40.0,1,6,46.9,1,0,1,0,0,0,0,0,0,1
1032,3,1,10.0,5,2,46.9,2,0,1,0,0,0,0,0,0,1
1033,1,1,33.0,0,0,151.55,2,0,1,0,0,0,0,0,0,1
1034,1,0,61.0,1,3,262.375,1,0,0,1,0,0,0,0,0,0
1035,2,0,28.0,0,0,26.0,1,0,1,0,0,0,0,0,0,1
1036,1,0,42.0,0,0,26.55,1,0,1,0,0,0,0,0,0,1
1037,3,0,31.0,3,0,18.0,1,0,1,0,0,0,0,0,0,1
1038,1,0,27.0,0,0,51.8625,1,0,1,0,0,0,1,0,0,0
1039,3,0,22.0,0,0,8.05,1,0,1,0,0,0,0,0,0,1
1040,1,0,27.0,0,0,26.55,1,0,1,0,0,0,0,0,0,1
1041,2,0,30.0,1,1,26.0,5,0,1,0,0,0,0,0,0,1
1042,1,1,23.0,0,1,83.1583,3,0,0,0,1,0,0,0,0,0
1043,3,0,27.0,0,0,7.8958,1,0,0,0,0,0,0,0,0,1
1044,3,0,60.5,0,0,14.4542,1,0,1,0,0,0,0,0,0,1
1045,3,1,36.0,0,2,12.1833,3,0,1,0,0,0,0,0,0,1
1046,3,0,13.0,4,2,31.3875,4,0,1,0,0,0,0,0,0,1
1047,3,0,24.0,0,0,7.55,1,0,1,0,0,0,0,0,0,1
1048,1,1,29.0,0,0,221.7792,2,0,1,0,1,0,0,0,0,0
1049,3,1,23.0,0,0,7.8542,2,0,1,0,0,0,0,0,0,1
1050,1,0,42.0,0,0,26.55,1,0,1,0,0,1,0,0,0,0
1051,3,1,26.0,0,2,13.775,3,0,1,0,0,0,0,0,0,1
1052,3,1,27.0,0,0,7.7333,2,1,0,0,0,0,0,0,0,1
1053,3,0,7.0,1,1,15.2458,4,0,0,0,0,0,0,0,0,1
1054,2,1,26.0,0,0,13.5,2,0,1,0,0,0,0,0,0,1
1055,3,0,27.0,0,0,7.0,1,0,1,0,0,0,0,0,0,1
1056,2,0,41.0,0,0,13.0,5,0,1,0,0,0,0,0,0,1
1057,3,1,26.0,1,1,22.025,3,0,1,0,0,0,0,0,0,1
1058,1,0,48.0,0,0,50.4958,1,0,0,1,0,0,0,0,0,0
1059,3,0,18.0,2,2,34.375,1,0,1,0,0,0,0,0,0,1
1060,1,1,27.0,0,0,27.7208,3,0,0,0,0,0,0,0,0,1
1061,3,1,22.0,0,0,8.9625,2,0,1,0,0,0,0,0,0,1
1062,3,0,27.0,0,0,7.55,1,0,1,0,0,0,0,0,0,1
1063,3,0,27.0,0,0,7.225,1,0,0,0,0,0,0,0,0,1
1064,3,0,23.0,1,0,13.9,1,0,1,0,0,0,0,0,0,1
1065,3,0,27.0,0,0,7.2292,1,0,0,0,0,0,0,0,0,1
1066,3,0,40.0,1,5,31.3875,1,0,1,0,0,0,0,0,0,1
1067,2,1,15.0,0,2,39.0,2,0,1,0,0,0,0,0,0,1
1068,2,1,20.0,0,0,36.75,2,0,1,0,0,0,0,0,0,1
1069,1,0,54.0,1,0,55.4417,1,0,0,0,1,0,0,0,0,0
1070,2,1,36.0,0,3,39.0,3,0,1,0,0,0,0,1,0,0
1071,1,1,64.0,0,2,83.1583,3,0,0,0,0,0,1,0,0,0
1072,2,0,30.0,0,0,13.0,1,0,1,0,0,0,0,0,0,1
1073,1,0,37.0,1,1,83.1583,1,0,0,0,0,0,1,0,0,0
1074,1,1,18.0,1,0,53.1,3,0,1,0,0,1,0,0,0,0
1075,3,0,27.0,0,0,7.75,1,1,0,0,0,0,0,0,0,1
1076,1,1,27.0,1,1,247.5208,3,0,0,1,0,0,0,0,0,0
1077,2,0,40.0,0,0,16.0,1,0,1,0,0,0,0,0,0,1
1078,2,1,21.0,0,1,21.0,2,0,1,0,0,0,0,0,0,1
1079,3,0,17.0,2,0,8.05,1,0,1,0,0,0,0,0,0,1
1080,3,1,27.0,8,2,69.55,2,0,1,0,0,0,0,0,0,1
1081,2,0,40.0,0,0,13.0,1,0,1,0,0,0,0,0,0,1
1082,2,0,34.0,1,0,26.0,1,0,1,0,0,0,0,0,0,1
1083,1,0,27.0,0,0,26.0,1,0,1,0,0,0,0,0,0,1
1084,3,0,11.5,1,1,14.5,4,0,1,0,0,0,0,0,0,1
1085,2,0,61.0,0,0,12.35,1,1,0,0,0,0,0,0,0,1
1086,2,0,8.0,0,2,32.5,4,0,1,0,0,0,0,0,0,1
1087,3,0,33.0,0,0,7.8542,1,0,1,0,0,0,0,0,0,1
1088,1,0,6.0,0,2,134.5,4,0,0,0,0,0,1,0,0,0
1089,3,1,18.0,0,0,7.775,2,0,1,0,0,0,0,0,0,1
1090,2,0,23.0,0,0,10.5,1,0,1,0,0,0,0,0,0,1
1091,3,1,27.0,0,0,8.1125,3,0,1,0,0,0,0,0,0,1
1092,3,1,27.0,0,0,15.5,2,1,0,0,0,0,0,0,0,1
1093,3,0,0.33,0,2,14.4,4,0,1,0,0,0,0,0,0,1
1094,1,0,47.0,1,0,227.525,5,0,0,0,1,0,0,0,0,0
1095,2,1,8.0,1,1,26.0,2,0,1,0,0,0,0,0,0,1
1096,2,0,25.0,0,0,10.5,1,0,1,0,0,0,0,0,0,1
1097,1,0,27.0,0,0,25.7417,1,0,0,0,0,0,0,0,0,1
1098,3,1,35.0,0,0,7.75,2,1,0,0,0,0,0,0,0,1
1099,2,0,24.0,0,0,10.5,1,0,1,0,0,0,0,0,0,1
1100,1,1,33.0,0,0,27.7208,2,0,0,0,0,0,0,0,0,0
1101,3,0,25.0,0,0,7.8958,1,0,1,0,0,0,0,0,0,1
1102,3,0,32.0,0,0,22.525,1,0,1,0,0,0,0,0,0,1
1103,3,0,27.0,0,0,7.05,1,0,1,0,0,0,0,0,0,1
1104,2,0,17.0,0,0,73.5,1,0,1,0,0,0,0,0,0,1
1105,2,1,60.0,1,0,26.0,3,0,1,0,0,0,0,0,0,1
1106,3,1,38.0,4,2,7.775,2,0,1,0,0,0,0,0,0,1
1107,1,0,42.0,0,0,42.5,1,0,1,1,0,0,0,0,0,0
1108,3,1,27.0,0,0,7.8792,2,1,0,0,0,0,0,0,0,1
1109,1,0,57.0,1,1,164.8667,1,0,1,0,0,0,0,0,0,1
1110,1,1,50.0,1,1,211.5,3,0,0,0,1,0,0,0,0,0
1111,3,0,27.0,0,0,8.05,1,0,1,0,0,0,0,0,0,1
1112,2,1,30.0,1,0,13.8583,2,0,0,0,0,0,0,0,0,1
1113,3,0,21.0,0,0,8.05,1,0,1,0,0,0,0,0,0,1
1114,2,1,22.0,0,0,10.5,3,0,1,0,0,0,0,1,0,0
1115,3,0,21.0,0,0,7.7958,1,0,1,0,0,0,0,0,0,1
1116,1,1,53.0,0,0,27.4458,3,0,0,0,0,0,0,0,0,1
1117,3,1,27.0,0,2,15.2458,3,0,0,0,0,0,0,0,0,1
1118,3,0,23.0,0,0,7.7958,1,0,1,0,0,0,0,0,0,1
1119,3,1,27.0,0,0,7.75,2,1,0,0,0,0,0,0,0,1
1120,3,0,40.5,0,0,15.1,1,0,1,0,0,0,0,0,0,1
1121,2,0,36.0,0,0,13.0,1,0,1,0,0,0,0,0,0,1
1122,2,0,14.0,0,0,65.0,1,0,1,0,0,0,0,0,0,1
1123,1,1,21.0,0,0,26.55,2,0,1,0,0,0,0,0,0,1
1124,3,0,21.0,1,0,6.4958,1,0,1,0,0,0,0,0,0,1
1125,3,0,27.0,0,0,7.8792,1,1,0,0,0,0,0,0,0,1
1126,1,0,39.0,1,0,71.2833,1,0,0,0,1,0,0,0,0,0
1127,3,0,20.0,0,0,7.8542,1,0,1,0,0,0,0,0,0,1
1128,1,0,64.0,1,0,75.25,1,0,0,0,0,1,0,0,0,0
1129,3,0,20.0,0,0,7.225,1,0,0,0,0,0,0,0,0,1
1130,2,1,18.0,1,1,13.0,2,0,1,0,0,0,0,0,0,1
1131,1,1,48.0,1,0,106.425,3,0,0,0,1,0,0,0,0,0
1132,1,1,55.0,0,0,27.7208,3,0,0,0,0,0,0,0,0,1
1133,2,1,45.0,0,2,30.0,3,0,1,0,0,0,0,0,0,1
1134,1,0,45.0,1,1,134.5,1,0,0,0,0,0,1,0,0,0
1135,3,0,27.0,0,0,7.8875,1,0,1,0,0,0,0,0,0,1
1136,3,0,27.0,1,2,23.45,4,0,1,0,0,0,0,0,0,1
1137,1,0,41.0,1,0,51.8625,1,0,1,0,0,1,0,0,0,0
1138,2,1,22.0,0,0,21.0,3,0,1,0,0,0,0,0,0,1
1139,2,0,42.0,1,1,32.5,1,0,1,0,0,0,0,0,0,1
1140,2,1,29.0,1,0,26.0,3,0,1,0,0,0,0,0,0,1
1141,3,1,27.0,1,0,14.4542,3,0,0,0,0,0,0,0,0,1
1142,2,1,0.92,1,2,27.75,2,0,1,0,0,0,0,0,0,1
1143,3,0,20.0,0,0,7.925,1,0,1,0,0,0,0,0,0,1
1144,1,0,27.0,1,0,136.7792,1,0,0,0,1,0,0,0,0,0
1145,3,0,24.0,0,0,9.325,1,0,1,0,0,0,0,0,0,1
1146,3,0,32.5,0,0,9.5,1,0,1,0,0,0,0,0,0,1
1147,3,0,27.0,0,0,7.55,1,0,1,0,0,0,0,0,0,1
1148,3,0,27.0,0,0,7.75,1,1,0,0,0,0,0,0,0,1
1149,3,0,28.0,0,0,8.05,1,0,1,0,0,0,0,0,0,1
1150,2,1,19.0,0,0,13.0,2,0,1,0,0,0,0,0,0,1
1151,3,0,21.0,0,0,7.775,1,0,1,0,0,0,0,0,0,1
1152,3,0,36.5,1,0,17.4,1,0,1,0,0,0,0,0,0,1
1153,3,0,21.0,0,0,7.8542,1,0,1,0,0,0,0,0,0,1
1154,2,1,29.0,0,2,23.0,3,0,1,0,0,0,0,0,0,1
1155,3,1,1.0,1,1,12.1833,2,0,1,0,0,0,0,0,0,1
1156,2,0,30.0,0,0,12.7375,1,0,0,0,0,0,0,0,0,1
1157,3,0,27.0,0,0,7.8958,1,0,1,0,0,0,0,0,0,1
1158,1,0,27.0,0,0,0.0,1,0,1,0,0,0,0,0,0,1
1159,3,0,27.0,0,0,7.55,1,0,1,0,0,0,0,0,0,1
1160,3,1,27.0,0,0,8.05,2,0,1,0,0,0,0,0,0,1
1161,3,0,17.0,0,0,8.6625,1,0,1,0,0,0,0,0,0,1
1162,1,0,46.0,0,0,75.2417,1,0,0,0,1,0,0,0,0,0
1163,3,0,27.0,0,0,7.75,1,1,0,0,0,0,0,0,0,1
1164,1,1,26.0,1,0,136.7792,3,0,0,0,1,0,0,0,0,0
1165,3,1,27.0,1,0,15.5,2,1,0,0,0,0,0,0,0,1
1166,3,0,27.0,0,0,7.225,1,0,0,0,0,0,0,0,0,1
1167,2,1,20.0,1,0,26.0,2,0,1,0,0,0,0,0,0,1
1168,2,0,28.0,0,0,10.5,1,0,1,0,0,0,0,0,0,1
1169,2,0,40.0,1,0,26.0,1,0,1,0,0,0,0,0,0,1
1170,2,0,30.0,1,0,21.0,1,0,1,0,0,0,0,0,0,1
1171,2,0,22.0,0,0,10.5,1,0,1,0,0,0,0,0,0,1
1172,3,1,23.0,0,0,8.6625,2,0,1,0,0,0,0,0,0,1
1173,3,0,0.75,1,1,13.775,4,0,1,0,0,0,0,0,0,1
1174,3,1,27.0,0,0,7.75,2,1,0,0,0,0,0,0,0,1
1175,3,1,9.0,1,1,15.2458,2,0,0,0,0,0,0,0,0,1
1176,3,1,2.0,1,1,20.2125,2,0,1,0,0,0,0,0,0,1
1177,3,0,36.0,0,0,7.25,1,0,1,0,0,0,0,0,0,1
1178,3,0,27.0,0,0,7.25,1,0,1,0,0,0,0,0,0,1
1179,1,0,24.0,1,0,82.2667,1,0,1,1,0,0,0,0,0,0
1180,3,0,27.0,0,0,7.2292,1,0,0,0,0,0,0,1,0,0
1181,3,0,27.0,0,0,8.05,1,0,1,0,0,0,0,0,0,1
1182,1,0,27.0,0,0,39.6,1,0,1,0,0,0,0,0,0,1
1183,3,1,30.0,0,0,6.95,2,1,0,0,0,0,0,0,0,1
1184,3,0,27.0,0,0,7.2292,1,0,0,0,0,0,0,0,0,1
1185,1,0,53.0,1,1,81.8583,5,0,1,0,0,0,0,0,0,0
1186,3,0,36.0,0,0,9.5,1,0,1,0,0,0,0,0,0,1
1187,3,0,26.0,0,0,7.8958,1,0,1,0,0,0,0,0,0,1
1188,2,1,1.0,1,2,41.5792,2,0,0,0,0,0,0,0,0,1
1189,3,0,27.0,2,0,21.6792,1,0,0,0,0,0,0,0,0,1
1190,1,0,30.0,0,0,45.5,1,0,1,0,0,0,0,0,0,1
1191,3,0,29.0,0,0,7.8542,1,0,1,0,0,0,0,0,0,1
1192,3,0,32.0,0,0,7.775,1,0,1,0,0,0,0,0,0,1
1193,2,0,27.0,0,0,15.0458,1,0,0,0,0,1,0,0,0,0
1194,2,0,43.0,0,1,21.0,1,0,1,0,0,0,0,0,0,1
1195,3,0,24.0,0,0,8.6625,1,0,1,0,0,0,0,0,0,1
1196,3,1,27.0,0,0,7.75,2,1,0,0,0,0,0,0,0,1
1197,1,1,64.0,1,1,26.55,3,0,1,1,0,0,0,0,0,0
1198,1,0,30.0,1,2,151.55,1,0,1,0,1,0,0,0,0,0
1199,3,0,0.83,0,1,9.35,4,0,1,0,0,0,0,0,0,1
1200,1,0,55.0,1,1,93.5,1,0,1,1,0,0,0,0,0,0
1201,3,1,45.0,1,0,14.1083,3,0,1,0,0,0,0,0,0,1
1202,3,0,18.0,0,0,8.6625,1,0,1,0,0,0,0,0,0,1
1203,3,0,22.0,0,0,7.225,1,0,0,0,0,0,0,0,0,1
1204,3,0,27.0,0,0,7.575,1,0,1,0,0,0,0,0,0,1
1205,3,1,37.0,0,0,7.75,2,1,0,0,0,0,0,0,0,1
1206,1,1,55.0,0,0,135.6333,3,0,0,0,1,0,0,0,0,0
1207,3,1,17.0,0,0,7.7333,2,1,0,0,0,0,0,0,0,1
1208,1,0,57.0,1,0,146.5208,1,0,0,1,0,0,0,0,0,0
1209,2,0,19.0,0,0,10.5,1,0,1,0,0,0,0,0,0,1
1210,3,0,27.0,0,0,7.8542,1,0,1,0,0,0,0,0,0,1
1211,2,0,22.0,2,0,31.5,1,0,1,0,0,0,0,0,0,1
1212,3,0,26.0,0,0,7.775,1,0,1,0,0,0,0,0,0,1
1213,3,0,25.0,0,0,7.2292,1,0,0,0,0,0,0,1,0,0
1214,2,0,26.0,0,0,13.0,1,0,1,0,0,0,0,1,0,0
1215,1,0,33.0,0,0,26.55,1,0,1,0,0,0,0,0,0,1
1216,1,1,39.0,0,0,211.3375,2,0,1,0,0,0,0,0,0,1
1217,3,0,23.0,0,0,7.05,1,0,1,0,0,0,0,0,0,1
1218,2,1,12.0,2,1,39.0,2,0,1,0,0,0,0,1,0,0
1219,1,0,46.0,0,0,79.2,1,0,0,0,0,0,0,0,0,1
1220,2,0,29.0,1,0,26.0,1,0,1,0,0,0,0,0,0,1
1221,2,0,21.0,0,0,13.0,1,0,1,0,0,0,0,0,0,1
1222,2,1,48.0,0,2,36.75,3,0,1,0,0,0,0,0,0,1
1223,1,0,39.0,0,0,29.7,1,0,0,0,0,0,0,0,0,0
1224,3,0,27.0,0,0,7.225,1,0,0,0,0,0,0,0,0,1
1225,3,1,19.0,1,1,15.7417,3,0,0,0,0,0,0,0,0,1
1226,3,0,27.0,0,0,7.8958,1,0,1,0,0,0,0,0,0,1
1227,1,0,30.0,0,0,26.0,1,0,1,0,1,0,0,0,0,0
1228,2,0,32.0,0,0,13.0,1,0,1,0,0,0,0,0,0,1
1229,3,0,39.0,0,2,7.2292,1,0,0,0,0,0,0,0,0,1
1230,2,0,25.0,0,0,31.5,1,0,1,0,0,0,0,0,0,1
1231,3,0,27.0,0,0,7.2292,4,0,0,0,0,0,0,0,0,1
1232,2,0,18.0,0,0,10.5,1,0,1,0,0,0,0,0,0,1
1233,3,0,32.0,0,0,7.5792,1,0,1,0,0,0,0,0,0,1
1234,3,0,27.0,1,9,69.55,1,0,1,0,0,0,0,0,0,1
1235,1,1,58.0,0,1,512.3292,3,0,0,1,0,0,0,0,0,0
1236,3,0,27.0,1,1,14.5,4,0,1,0,0,0,0,0,0,1
1237,3,1,16.0,0,0,7.65,2,0,1,0,0,0,0,0,0,1
1238,2,0,26.0,0,0,13.0,1,0,1,0,0,0,0,0,0,1
1239,3,1,38.0,0,0,7.2292,3,0,0,0,0,0,0,0,0,1
1240,2,0,24.0,0,0,13.5,1,0,1,0,0,0,0,0,0,1
1241,2,1,31.0,0,0,21.0,2,0,1,0,0,0,0,0,0,1
1242,1,1,45.0,0,1,63.3583,3,0,0,0,0,1,0,0,0,0
1243,2,0,25.0,0,0,10.5,1,0,1,0,0,0,0,0,0,1
1244,2,0,18.0,0,0,73.5,1,0,1,0,0,0,0,0,0,1
